,身份证号,姓名,生日,性别,家庭住址
2178,'510904199003294581 ,钟桂芳,1990-03-29,女,贵州省荣市城东柳州街A座 478011
2179,'451323200303262203 ,彭丽娟,2003-03-26,女,天津市丹丹市怀柔贵阳路P座 280766
2180,'610327200403254360 ,李伟,2004-03-25,女,天津市哈尔滨县涪城杨路E座 790614
2181,'220103200403252272 ,傅鹏,2004-03-25,男,江西省建华市萧山上海街P座 522725
2182,'63262320050325556X ,范帅,2005-03-25,女,山东省雪市高坪刘街J座 491392
2183,'513321199303280321 ,李琳,1993-03-28,女,宁夏回族自治区辛集市海港武汉街a座 221365
2184,'150723199703274291 ,韩东,1997-03-27,男,湖北省凤英县上街刘街S座 764908
2185,'350424199003295363 ,张玉,1990-03-29,女,湖南省东县静安杜街t座 984888
2186,'371522199803274189 ,郑秀兰,1998-03-27,女,内蒙古自治区凤英市秀英通辽路s座 655040
2187,'140101200303266607 ,苏秀珍,2003-03-26,女,山东省红梅市清河田街S座 512177
2188,'320411199603279829 ,娄玉英,1996-03-27,女,广西壮族自治区柳市魏都广州街f座 187986
2189,'610726200603259524 ,周辉,2006-03-25,女,广西壮族自治区南宁市白云曾街i座 601609
2190,'650000200703255665 ,吕帅,2007-03-25,女,广东省济南县南长徐路t座 555060
2191,'410901199203287703 ,张博,1992-03-28,女,河北省荆门县璧山长沙路G座 744088
2192,'450101199403285212 ,樊玉华,1994-03-28,男,北京市婷婷县孝南上海街P座 933951
2193,'360501199703270493 ,苏雷,1997-03-27,男,台湾省红霞市南长温街U座 361976
2194,'130102199903271847 ,罗兰英,1999-03-27,女,江苏省北镇市城北北京街L座 968892
2195,'621124200403257388 ,卢帅,2004-03-25,女,山西省阳县翔安刘路z座 435924
2196,'43070019960327086X ,姚亮,1996-03-27,女,黑龙江省潮州县大兴太原路C座 934922
2197,'450327200203264310 ,张淑珍,2002-03-26,男,河南省潜江县城北北镇路g座 815774
2198,'420113199703279914 ,韦萍,1997-03-27,男,辽宁省云市魏都南昌街I座 400955
2199,'210211199903277722 ,丛俊,1999-03-27,女,重庆市深圳市花溪昆明街A座 816937
2200,'140926199703277984 ,王淑英,1997-03-27,女,安徽省宁德市西夏荣街X座 945221
2201,'530601199503288653 ,汪建,1995-03-28,男,宁夏回族自治区涛市普陀宁德路N座 888342
2202,'230126200503252786 ,张桂珍,2005-03-25,女,宁夏回族自治区南昌市友好宁德路M座 981573
2203,'542200199403285792 ,刘欢,1994-03-28,男,香港特别行政区兴安盟市翔安李路f座 978509
2204,'410922199603273564 ,王玉,1996-03-27,女,浙江省梧州市沙湾荆门街t座 906398
2205,'350102200803245226 ,刘涛,2008-03-24,女,台湾省欣县魏都白街M座 229517
2206,'620101199303288565 ,陈欣,1993-03-28,女,福建省敏市长寿张街V座 645472
2207,'331003199503288868 ,冯小红,1995-03-28,女,贵州省辛集县金平王路E座 824710
2208,'441322200603258910 ,高秀珍,2006-03-25,男,广西壮族自治区秀荣市丰都深圳街N座 416219
2209,'131022199103292114 ,卫红,1991-03-29,男,江西省海口市江北刘街K座 681535
2210,'620503199203287084 ,傅桂兰,1992-03-28,女,香港特别行政区雪梅县清城六安街x座 132648
2211,'42112720080324959X ,许红霞,2008-03-24,男,广东省深圳县吉区孙街I座 904981
2212,'411101199303282982 ,谢梅,1993-03-28,女,甘肃省玉华市清河刘路w座 239453
2213,'320312200703252654 ,郭婷,2007-03-25,男,台湾省秀兰市合川陈路r座 744720
2214,'653221200803240247 ,刘鑫,2008-03-24,女,新疆维吾尔自治区合山市安次郑街l座 377182
2215,'350781199803275401 ,李丽华,1998-03-27,女,新疆维吾尔自治区汕尾县六枝特宋路Q座 306836
2216,'522628199503284919 ,萧静,1995-03-28,男,广东省杨县城东南宁街l座 509241
2217,'370523199303280481 ,赵敏,1993-03-28,女,重庆市玉兰县浔阳佛山街E座 282056
2218,'360430199603279390 ,王坤,1996-03-27,男,吉林省宁县长寿西安路Z座 174720
2219,'370923200103263182 ,王畅,2001-03-26,女,台湾省丹市城东叶路p座 936287
2220,'341722200103264335 ,崔红霞,2001-03-26,男,甘肃省齐齐哈尔市高坪辽阳街F座 394676
2221,'360622200003263463 ,迟彬,2000-03-26,女,香港特别行政区秀华县新城滕路s座 331562
2222,'320924200503250951 ,袁兰英,2005-03-25,男,湖南省南昌县大东武汉街q座 183080
2223,'45090019980327371X ,曾淑英,1998-03-27,男,河南省旭市海港寇路h座 753744
2224,'350629199303287798 ,陆洋,1993-03-28,男,安徽省阜新市华龙顾路P座 765520
2225,'321302200003260168 ,张瑜,2000-03-26,女,青海省帅县东丽东莞街W座 453571
2226,'360725199203285535 ,战洁,1992-03-28,男,广西壮族自治区建国市萧山汤路f座 363507
2227,'632222200003267945 ,罗峰,2000-03-26,女,山东省马鞍山县丰都呼和浩特街H座 912521
2228,'620525200503254069 ,韦阳,2005-03-25,女,山东省燕县高明胡街P座 240720
2229,'654226200603254524 ,刘萍,2006-03-25,女,澳门特别行政区桂珍市平山张街c座 250695
2230,'150722200103266641 ,林霞,2001-03-26,女,湖北省军县徐汇济南路p座 436000
2231,'230600200803244570 ,邹畅,2008-03-24,男,吉林省太原市龙潭杜路M座 598476
2232,'532529199903274210 ,林凤兰,1999-03-27,男,广东省成市六枝特胡街u座 103109
2233,'230711200403254096 ,杨冬梅,2004-03-25,男,新疆维吾尔自治区辛集市永川段路J座 975567
2234,'231283200403258738 ,马琳,2004-03-25,男,吉林省淑珍县清城陈路Q座 132803
2235,'420301199503280625 ,薛桂珍,1995-03-28,女,重庆市深圳县锡山刘路P座 746509
2236,'150221200603251207 ,胡秀兰,2006-03-25,女,山东省鹏县永川孟街S座 434055
2237,'440783199903271410 ,楚桂香,1999-03-27,男,澳门特别行政区太原县上街佛山街K座 504547
2238,'220106199603273477 ,王桂英,1996-03-27,男,江西省重庆市清河孟街H座 138485
2239,'621121200703256767 ,康丽丽,2007-03-25,女,西藏自治区玉英市淄川白路f座 362447
2240,'370202199403281037 ,王军,1994-03-28,男,宁夏回族自治区海门市江北杨街k座 297565
2241,'42120219930328122X ,罗琳,1993-03-28,女,香港特别行政区辛集县怀柔赵街g座 780961
2242,'510822199403284769 ,方淑兰,1994-03-28,女,河南省峰市双滦拉萨路l座 447233
2243,'622927200303266686 ,黄畅,2003-03-26,女,湖北省成都市安次兴城路I座 477381
2244,'522729200703258616 ,陈宇,2007-03-25,男,香港特别行政区莉市长寿沈阳街x座 184401
2245,'411402200703256909 ,孙刚,2007-03-25,女,澳门特别行政区宜都县双滦王街H座 488953
2246,'320305200003261337 ,吴颖,2000-03-26,男,安徽省凤兰市璧山合山街h座 133487
2247,'14020019930328362X ,陈芳,1993-03-28,女,河北省辛集县永川天津路j座 737578
2248,'511024199503281661 ,朱雪梅,1995-03-28,女,天津市洋市丰都薛路M座 121968
2249,'130301200203265550 ,舒玉,2002-03-26,男,北京市成市滨城南宁路k座 129940
2250,'210905199003291925 ,朱瑜,1990-03-29,女,贵州省秀梅市南溪关岭路T座 295785
2251,'511129199003299117 ,汤倩,1990-03-29,男,江苏省六安市怀柔王街A座 563600
2252,'210682199603273225 ,刘楠,1996-03-27,女,青海省莉市秀英巢湖街o座 396827
2253,'321000199103297131 ,丁琳,1991-03-29,男,浙江省俊县沙市田路P座 468008
2254,'310115200203264428 ,欧小红,2002-03-26,女,新疆维吾尔自治区淮安县海港宋路F座 261290
2255,'230405200103268249 ,朱想,2001-03-26,女,台湾省六盘水县沙湾赵路a座 498779
2256,'230882200103262706 ,魏龙,2001-03-26,女,甘肃省郑州市新城萧街M座 177647
2257,'130621199003294900 ,陈云,1990-03-29,女,天津市桂荣市丰都吴路G座 993300
2258,'650103200803249582 ,田莉,2008-03-24,女,重庆市兰州市孝南潜江路R座 509231
2259,'532628199303288394 ,幸淑华,1993-03-28,男,湖北省涛市海陵梁街s座 739657
2260,'340621199903274402 ,刘芳,1999-03-27,女,天津市长春县双滦林街b座 258043
2261,'371312199603271502 ,邬梅,1996-03-27,女,山西省关岭县东城辽阳街a座 126122
2262,'610901199403281928 ,李淑兰,1994-03-28,女,河南省玉珍市龙潭深圳路P座 555407
2263,'460201199903274189 ,黄玉珍,1999-03-27,女,西藏自治区丽华市六枝特舒街t座 951562
2264,'350700199103292966 ,赵宁,1991-03-29,女,山东省小红市沙湾巩街p座 218408
2265,'110000199603270437 ,贾凤兰,1996-03-27,男,浙江省张家港市翔安长春街N座 614476
2266,'431301200703255561 ,崔慧,2007-03-25,女,上海市林县大东上海路O座 253776
2267,'341004200803245994 ,汤杨,2008-03-24,男,新疆维吾尔自治区乌鲁木齐市清城封街X座 758555
2268,'610300199303282385 ,姜志强,1993-03-28,女,吉林省乌鲁木齐县合川林路D座 707562
2269,'620922199303285220 ,袁梅,1993-03-28,女,台湾省涛市海陵宜都路f座 930469
2270,'510504200203265455 ,胡杨,2002-03-26,男,海南省桂芝县城北尹路q座 267730
2271,'371121199903270187 ,张博,1999-03-27,女,河北省娜县永川冯路Q座 520542
2272,'140121200503252707 ,金磊,2005-03-25,女,浙江省呼和浩特县长寿王街a座 582424
2273,'130000200403251257 ,黄利,2004-03-25,男,新疆维吾尔自治区关岭市沈河朱路C座 121645
2274,'141182199603277774 ,张淑英,1996-03-27,男,浙江省昆明市长寿王街B座 262694
2275,'532628199503287943 ,陈红,1995-03-28,女,湖南省冬梅市龙潭林街w座 727849
2276,'150403200103265985 ,李璐,2001-03-26,女,新疆维吾尔自治区邯郸市龙潭曹街b座 620576
2277,'152502200303269033 ,王云,2003-03-26,男,湖北省辽阳县友好深圳路m座 294655
2278,'220281199303281374 ,裴荣,1993-03-28,男,河南省丽华市永川银川路E座 137056
2279,'230125200403253283 ,吴玲,2004-03-25,女,陕西省秀荣县永川陈街S座 526848
2280,'511301199303282784 ,陈彬,1993-03-28,女,贵州省重庆市淄川佛山街u座 526977
2281,'451022199703272111 ,张楠,1997-03-27,男,北京市娜市东城杭州街E座 780862
2282,'411329200303268403 ,傅丹,2003-03-26,女,上海市永安县安次张路M座 613645
2283,'130733200103261598 ,莫成,2001-03-26,男,香港特别行政区沈阳市大兴齐齐哈尔街q座 488636
2284,'540202199403281207 ,王秀华,1994-03-28,女,甘肃省嘉禾县沙市汕尾街h座 861413
2285,'420624200203268997 ,吴丽丽,2002-03-26,男,新疆维吾尔自治区沈阳市翔安刘路M座 146196
2286,'420704199903273505 ,刘瑜,1999-03-27,女,香港特别行政区西安市和平齐齐哈尔路e座 892646
2287,'654224200203261212 ,周峰,2002-03-26,男,云南省琳县涪城大冶路L座 299338
2288,'410108200103265191 ,孟坤,2001-03-26,男,台湾省惠州市南湖天津路c座 527440
2289,'411121199903275976 ,王楠,1999-03-27,男,黑龙江省合山县蓟州杨路d座 225560
2290,'610301199803274038 ,江淑珍,1998-03-27,男,海南省柳州县高明哈尔滨街k座 683901
2291,'131122200303266835 ,赵红霞,2003-03-26,男,西藏自治区红霞市闵行韩路n座 793218
2292,'220381199203286683 ,欧娟,1992-03-28,女,西藏自治区宁德市孝南昆明路J座 535889
2293,'640323200403257174 ,张冬梅,2004-03-25,男,湖北省荆门市吉区杭州街W座 748546
2294,'370828199003292366 ,蒋博,1990-03-29,女,澳门特别行政区小红县永川张路A座 464537
2295,'330402199303286619 ,曹畅,1993-03-28,男,宁夏回族自治区通辽县平山马鞍山路M座 598321
2296,'360822200303265867 ,李博,2003-03-26,女,安徽省畅县合川拉萨街J座 531315
2297,'610331200803240114 ,陶萍,2008-03-24,男,浙江省飞县普陀王街K座 229344
2298,'810000199903277708 ,吕东,1999-03-27,女,湖北省永安市涪城香港路c座 157034
2299,'321181200603251892 ,洪雪梅,2006-03-25,男,山东省辛集市江北嘉禾街W座 520043
2300,'340504199303287945 ,杨倩,1993-03-28,女,黑龙江省丹市黄浦胡街F座 238591
2301,'211401200503257428 ,余兰英,2005-03-25,女,内蒙古自治区冬梅市城东柏路i座 552798
2302,'210502199303288460 ,孙磊,1993-03-28,女,福建省琳县大兴邯郸街N座 199408
2303,'152529199303282187 ,李建,1993-03-28,女,西藏自治区金凤县海港张家港路s座 666709
2304,'230623199103293514 ,詹阳,1991-03-29,男,贵州省静县门头沟王路s座 599113
2305,'431121199903273966 ,姜华,1999-03-27,女,内蒙古自治区长春市安次齐齐哈尔路M座 556967
2306,'370405200203260915 ,张秀芳,2002-03-26,男,河北省飞市萧山呼和浩特路k座 412344
2307,'140428200003266855 ,宁洋,2000-03-26,男,江西省利市白云邓路G座 483310
2308,'532600200603253715 ,蔡桂荣,2006-03-25,男,青海省健市梁平太原街a座 528235
2309,'231084200803241041 ,罗淑兰,2008-03-24,女,台湾省军县山亭柳州路U座 237464
2310,'320202200203266568 ,呼凤英,2002-03-26,女,福建省玲市门头沟刘街k座 883869
2311,'230403199503281831 ,田丹,1995-03-28,男,湖北省霞市金平尹路E座 336274
2312,'330400200603257230 ,张洋,2006-03-25,男,澳门特别行政区丹丹县永川高街K座 863146
2313,'411402200703254460 ,戴雪梅,2007-03-25,女,山西省银川市滨城惠州路B座 182804
2314,'341001199903271183 ,胡云,1999-03-27,女,台湾省兵县涪城曹街S座 115769
2315,'532326200203262521 ,江春梅,2002-03-26,女,黑龙江省北京市海陵郭路o座 525653
2316,'511000199503286920 ,彭桂英,1995-03-28,女,甘肃省马鞍山市静安朱路J座 371664
2317,'360300199703277866 ,孙红霞,1997-03-27,女,江西省上海市大兴潜江路h座 910083
2318,'469028200403251856 ,朱秀珍,2004-03-25,男,香港特别行政区楠市涪城杨路r座 436558
2319,'370681200603253463 ,董林,2006-03-25,女,澳门特别行政区桂花市花溪游街E座 964323
2320,'130229200603251976 ,吴婷婷,2006-03-25,男,宁夏回族自治区梅市沈北新李路n座 504660
2321,'513335200803244494 ,吕丽丽,2008-03-24,男,陕西省刚市高明嘉禾街J座 532218
2322,'440605199703275244 ,黄秀云,1997-03-27,女,香港特别行政区瑜市普陀台北街w座 429739
2323,'22012219900329571X ,吴海燕,1990-03-29,男,四川省宁德市金平刘路A座 840824
2324,'500151200403251892 ,吴鹏,2004-03-25,男,云南省建平市安次陈路S座 125350
2325,'441302199203283251 ,沈阳,1992-03-28,男,甘肃省澳门县山亭惠州街v座 534468
2326,'130929199503288037 ,侯琳,1995-03-28,男,江西省荆门县黄浦杨街t座 106947
2327,'371329199903278850 ,吴鑫,1999-03-27,男,江苏省琴县滨城佛山路t座 114320
2328,'652700199703277666 ,廖斌,1997-03-27,女,北京市拉萨县新城永安路W座 436867
2329,'440700199603277545 ,潘桂芝,1996-03-27,女,台湾省坤县西夏兰州街W座 433540
2330,'43068219930328621X ,刘龙,1993-03-28,男,澳门特别行政区梅市梁平孔路O座 273904
2331,'469030199403283109 ,田佳,1994-03-28,女,内蒙古自治区玉市沈北新梧州路M座 802149
2332,'140107199903279826 ,徐英,1999-03-27,女,湖南省福州县高港乌鲁木齐街M座 734501
2333,'430724200403252479 ,陈强,2004-03-25,男,浙江省阜新市清浦马街D座 162675
2334,'371000200403255456 ,王旭,2004-03-25,男,内蒙古自治区宁德市蓟州宾路A座 741021
2335,'360501200303269077 ,吴浩,2003-03-26,男,香港特别行政区金凤市牧野耿街O座 423116
2336,'34030420050325128X ,程桂香,2005-03-25,女,台湾省齐齐哈尔市房山陈街F座 141322
2337,'450000199903271448 ,杜桂荣,1999-03-27,女,河南省淑兰县丰都常路E座 505839
2338,'410825199903279697 ,王畅,1999-03-27,男,海南省嘉禾市牧野李街A座 234741
2339,'659001199903275715 ,梁玉英,1999-03-27,男,安徽省梧州市崇文胡路V座 845284
2340,'360102200203263369 ,曲楠,2002-03-26,女,天津市伟县丰都兴安盟路C座 356289
2341,'610526199503284638 ,陈萍,1995-03-28,男,山西省秀芳县清河马鞍山路J座 164510
2342,'370211200303262674 ,郝龙,2003-03-26,男,江西省秀云县白云邬街M座 714767
2343,'211303199603278199 ,孙涛,1996-03-27,男,北京市永安市静安通辽路B座 933904
2344,'370503200103266765 ,贾俊,2001-03-26,女,黑龙江省重庆县海陵刘路d座 395935
2345,'320322199203282440 ,秦桂芝,1992-03-28,女,河南省香港市新城何路c座 743720
2346,'620725199303283688 ,刘志强,1993-03-28,女,四川省桂英市安次合肥街q座 735548
2347,'510321199703272723 ,刘成,1997-03-27,女,浙江省拉萨县双滦辽阳街X座 185790
2348,'530401199803274607 ,徐玉华,1998-03-27,女,天津市亮县萧山汪路m座 488891
2349,'150921200303266771 ,李璐,2003-03-26,男,河北省郑州市海陵大冶路P座 455699
2350,'231281200603251554 ,施波,2006-03-25,男,广西壮族自治区凤兰县海港崔街x座 721367
2351,'220501199503288399 ,林丽丽,1995-03-28,男,山东省建华县东丽宜都街z座 172298
2352,'341226199403287662 ,苏淑珍,1994-03-28,女,江西省秀珍县滨城柳州路J座 149400
2353,'411381199403282691 ,耿想,1994-03-28,男,香港特别行政区东莞市沈河成都路n座 497082
2354,'320204200703257847 ,崔红梅,2007-03-25,女,江苏省海燕县房山梅街O座 193657
